"CLIMATE_IDENTIFIER"|"STATION_NAME"|"description"|"link"|"geometry"|"ELEVATION"|"wsi"|"facility_type"|"FIRST_DATE"|"wmo_region"|"wmo_territory"|"valid_from"|"valid_to"|"version"|"change_date"|"user"|"status"|"comments"
"6085700"|"NORTH BAY A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71731"|"SRID=4326;POINT( -79.422778  46.363611)"|370.3|"0-20000-0-71731"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1939-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1939-01-01 00:00:00"|"2013-01-17 13:00:00"|1|NA|1|1|NA
"6158350"|"TORONTO"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71266"|"SRID=4326;POINT( -79.400000  43.666667)"|112.5|"0-20000-0-71266"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1840-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1840-01-01 00:00:00"|"2017-04-27 00:00:00"|1|NA|1|1|NA
"6158733"|"TORONTO LESTER B. PEARSON INT'L A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71624"|"SRID=4326;POINT( -79.630556  43.677222)"|173.4|"0-20000-0-71624"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1937-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1937-01-01 00:00:00"|"2013-06-13 13:00:00"|1|NA|1|1|NA
"6158875"|"TRENTON A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71621"|"SRID=4326;POINT( -77.528056  44.118889)"|86.3|"0-20000-0-71621"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1935-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1935-01-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6041222"|"CARIBOU ISLAND (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71433"|"SRID=4326;POINT( -85.833333  47.333333)"|187|"0-20000-0-71433"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1993-01-09 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1993-01-09 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6151061"|"BURLINGTON PIERS (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71437"|"SRID=4326;POINT( -79.800000  43.300000)"|77.4|"0-20000-0-71437"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1992-12-03 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1992-12-03 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6093005"|"GREAT DUCK ISLAND (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71462"|"SRID=4326;POINT( -82.950000  45.633333)"|182.8|"0-20000-0-71462"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-02-01 01:29:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-02-01 01:29:00"|"2021-05-12 08:00:00"|1|NA|1|1|NA
"6139449"|"WELLAND-PELHAM"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71752"|"SRID=4326;POINT( -79.333333  42.966667)"|178|"0-20000-0-71752"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2005-11-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2005-11-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6049095"|"UPSALA (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71435"|"SRID=4326;POINT( -90.466667  49.033333)"|488.5|"0-20000-0-71435"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1972-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1972-01-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6158359"|"TORONTO CITY CENTRE"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71265"|"SRID=4326;POINT( -79.396111  43.627500)"|76.8|"0-20000-0-71265"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2009-12-10 17:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2009-12-10 17:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6048260"|"THUNDER BAY"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71072"|"SRID=4326;POINT( -89.321667  48.371944)"|199.3|"0-20000-0-71072"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2012-02-06 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2012-02-06 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6068150"|"SUDBURY A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71730"|"SRID=4326;POINT( -80.797778  46.625556)"|348.4|"0-20000-0-71730"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1954-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1954-01-01 00:00:00"|"2013-03-14 13:00:00"|1|NA|1|1|NA
"6119499"|"WIARTON A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71633"|"SRID=4326;POINT( -81.108611  44.744167)"|221.9|"0-20000-0-71633"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2014-11-04 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2014-11-04 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6158410"|"TORONTO BUTTONVILLE A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71639"|"SRID=4326;POINT( -79.368611  43.860833)"|198.1|"0-20000-0-71639"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2015-05-21 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2015-05-21 00:00:00"|"2019-01-03 04:00:00"|1|NA|1|1|NA
"605DJ25"|"KILLARNEY (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71460"|"SRID=4326;POINT( -81.483333  45.966667)"|196.3|"0-20000-0-71460"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1992-12-02 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1992-12-02 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6115525"|"MUSKOKA A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71630"|"SRID=4326;POINT( -79.300000  44.966667)"|281.9|"0-20000-0-71630"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1934-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1934-01-01 00:00:00"|"2015-12-10 00:00:00"|1|NA|1|1|NA
"6137937"|"SOUTHEAST SHOAL (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71466"|"SRID=4326;POINT( -82.466667  41.833333)"|195.3|"0-20000-0-71466"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-03-29 12:27:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-03-29 12:27:00"|"2016-12-15 19:00:00"|1|NA|1|1|NA
"6139525"|"WINDSOR A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71538"|"SRID=4326;POINT( -82.955556  42.275556)"|189.6|"0-20000-0-71538"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1940-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1940-01-01 00:00:00"|"2014-10-02 13:00:00"|1|NA|1|1|NA
"6032125"|"DRYDEN REGIONAL"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71527"|"SRID=4326;POINT( -92.744167  49.827500)"|412.7|"0-20000-0-71527"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2010-07-26 08:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2010-07-26 08:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6142286"|"ELORA RCS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71352"|"SRID=4326;POINT( -80.416667  43.650000)"|376.4|"0-20000-0-71352"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2003-09-09 09:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2003-09-09 09:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6144475"|"LONDON INT'L AIRPORT"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71623"|"SRID=4326;POINT( -81.151111  43.033056)"|278|"0-20000-0-71623"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1940-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1940-01-01 00:00:00"|"2017-04-14 00:00:00"|1|NA|1|1|NA
"6057591"|"SAULT STE MARIE A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71260"|"SRID=4326;POINT( -84.509722  46.485000)"|192|"0-20000-0-71260"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2012-03-20 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2012-03-20 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6078286"|"TIMMINS A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71739"|"SRID=4326;POINT( -81.376667  48.570556)"|294.7|"0-20000-0-71739"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2012-07-09 14:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2012-07-09 14:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6158731"|"TORONTO INTL A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71624"|"SRID=4326;POINT( -79.630556  43.676667)"|173.4|"0-20000-0-71624"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2013-06-11 09:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2013-06-11 09:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6059407"|"WAWA A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71738"|"SRID=4326;POINT( -84.786389  47.966944)"|287.7|"0-20000-0-71738"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2014-09-30 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2014-09-30 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6106000"|"OTTAWA MACDONALD-CARTIER INT'L A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71628"|"SRID=4326;POINT( -75.669167  45.322500)"|114|"0-20000-0-71628"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1938-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1938-01-01 00:00:00"|"2011-12-15 13:00:00"|1|NA|1|1|NA
"6048232"|"TERRACE BAY AIRPORT"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-73018"|"SRID=4326;POINT( -87.091678  48.815571)"|290|"0-20000-0-73018"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2017-12-21 15:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2017-12-21 15:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"61219J2"|"COVE ISLAND (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71439"|"SRID=4326;POINT( -81.733333  45.333333)"|180.7|"0-20000-0-71439"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-02-01 01:26:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-02-01 01:26:00"|"2021-05-11 09:00:00"|1|NA|1|1|NA
"6144478"|"LONDON CS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71622"|"SRID=4326;POINT( -81.150000  43.033333)"|278|"0-20000-0-71622"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-04-08 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-04-08 10:00:00"|"2022-12-13 15:00:00"|1|NA|1|1|NA
"6131983"|"DELHI CS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71573"|"SRID=4326;POINT( -80.550000  42.866667)"|231.7|"0-20000-0-71573"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1997-06-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1997-06-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6048268"|"THUNDER BAY CS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71667"|"SRID=4326;POINT( -89.327222  48.369444)"|199.4|"0-20000-0-71667"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2000-12-20 14:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2000-12-20 14:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6020LPQ"|"ATIKOKAN (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71747"|"SRID=4326;POINT( -91.628056  48.761111)"|389.3|"0-20000-0-71747"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-02-01 01:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-02-01 01:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6010740"|"BIG TROUT LAKE"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71208"|"SRID=4326;POINT( -89.891667  53.816111)"|222.5|"0-20000-0-71208"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2012-09-28 11:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2012-09-28 11:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6137154"|"RIDGETOWN RCS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71307"|"SRID=4326;POINT( -81.883333  42.450000)"|205.7|"0-20000-0-71307"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2003-02-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2003-02-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6166456"|"PETERBOROUGH TRENT U"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71672"|"SRID=4326;POINT( -78.300000  44.350000)"|216|"0-20000-0-71672"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2005-05-12 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2005-05-12 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6100970"|"BROCKVILLE CLIMATE"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71161"|"SRID=4326;POINT( -75.748333  44.635278)"|120.4|"0-20000-0-71161"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2008-10-21 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2008-10-21 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6072230"|"EARLTON CLIMATE"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71213"|"SRID=4326;POINT( -79.848889  47.695000)"|243.4|"0-20000-0-71213"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2008-11-20 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2008-11-20 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6057592"|"SAULT STE MARIE A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71260"|"SRID=4326;POINT( -84.509444  46.483333)"|192|"0-20000-0-71260"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1945-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1945-01-01 00:00:00"|"2012-03-20 08:00:00"|1|NA|1|1|NA
"6151684"|"COBOURG (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71431"|"SRID=4326;POINT( -78.166667  43.950000)"|77.7|"0-20000-0-71431"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1992-12-02 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1992-12-02 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6014353"|"LANSDOWNE HOUSE (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71846"|"SRID=4326;POINT( -87.936111  52.196111)"|253.4|"0-20000-0-71846"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1992-12-04 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1992-12-04 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"616I001"|"BANCROFT AUTO"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71294"|"SRID=4326;POINT( -77.878889  45.071389)"|330.7|"0-20000-0-71294"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1995-05-02 12:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1995-05-02 12:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6153301"|"HAMILTON RBG CS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71297"|"SRID=4326;POINT( -79.908333  43.291667)"|102|"0-20000-0-71297"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1997-11-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1997-11-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6105978"|"OTTAWA CDA RCS"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71063"|"SRID=4326;POINT( -75.716667  45.383333)"|79.2|"0-20000-0-71063"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2000-10-19 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2000-10-19 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6016525"|"PICKLE LAKE (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71835"|"SRID=4326;POINT( -90.217780  51.449167)"|390.8|"0-20000-0-71835"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1930-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1930-01-01 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6117700"|"BARRIE-ORO"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71314"|"SRID=4326;POINT( -79.550000  44.483333)"|289|"0-20000-0-71314"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2003-10-30 19:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2003-10-30 19:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6127519"|"SARNIA CLIMATE"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71746"|"SRID=4326;POINT( -82.300000  43.000000)"|181|"0-20000-0-71746"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2005-12-07 10:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2005-12-07 10:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6106396"|"PETAWAWA AWOS 2"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71625"|"SRID=4326;POINT( -77.316667  45.950000)"|130.1|"0-20000-0-71625"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2008-07-02 19:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2008-07-02 19:00:00"|"2022-01-06 04:00:00"|1|NA|1|1|NA
"6078285"|"TIMMINS VICTOR POWER A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71739"|"SRID=4326;POINT( -81.376667  48.569722)"|294.7|"0-20000-0-71739"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1955-01-01 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1955-01-01 00:00:00"|"2012-07-12 13:00:00"|1|NA|1|1|NA
"6042718"|"GERALDTON A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71834"|"SRID=4326;POINT( -86.988611  49.778611)"|348.4|"0-20000-0-71834"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2016-01-13 09:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2016-01-13 09:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6085695"|"NORTH BAY AIRPORT"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-73016"|"SRID=4326;POINT( -79.402500  46.375000)"|370.3|"0-20000-0-73016"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"2017-11-27 18:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"2017-11-27 18:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"6075428"|"MOOSONEE A"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71836"|"SRID=4326;POINT( -80.607500  51.291389)"|9.1|"0-20000-0-71836"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1994-02-01 05:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1994-02-01 05:00:00"|"2006-03-27 15:00:00"|1|NA|1|1|NA
"6122847"|"GODERICH"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71261"|"SRID=4326;POINT( -81.716667  43.766667)"|213.7|"0-20000-0-71261"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1986-12-31 19:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1986-12-31 19:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
"613F606"|"PORT COLBORNE (AUT)"|NA|"https://oscar.wmo.int/surface/#/search/station/stationReportDetails/0-20000-0-71463"|"SRID=4326;POINT( -79.250000  42.866667)"|183.5|"0-20000-0-71463"|"http://codes.wmo.int/wmdr/FacilityType/landFixed"|"1992-12-02 00:00:00"|"http://codes.wmo.int/wmdr/WMORegion/northCentralAmericaCaribbean"|"http://codes.wmo.int/wmdr/TerritoryName/CAN"|"1992-12-02 00:00:00"|"2023-01-11 12:30:02"|1|NA|1|1|NA
